body_shape,colour,condition,displacement,fuel,has_mfk,performance,price,curb_weight,registration_age,mileage,brand
Strasse,rot,Occasion,999.0,Benzin Bleifrei,True,145.0,10990,329.0,20,500.0,Suzuki
Scooter,schwarz,Occasion,638.0,Andere,True,54.0,9350,352.0,19,1791.0,Suzuki
Scooter,grau,Neu,112.0,Benzin Bleifrei,True,9.0,2695,172.0,19,1.0,Suzuki
Strasse,rot,Occasion,749.0,Andere,True,48.0,9800,288.0,19,4100.0,Suzuki
Strasse,schwarz,Occasion,645.0,Benzin Bleifrei,True,76.0,7490,272.0,21,1500.0,Suzuki
Strasse,blau,Neu,1000.0,Benzin Bleifrei,True,185.0,21795,279.0,22,1.0,Suzuki
Scooter,weiss,Occasion,400.0,Andere,True,33.0,1800,290.0,22,41420.0,Suzuki
Strasse,blau,Occasion,749.0,Andere,True,48.0,7400,285.0,29,1950.0,Suzuki
Strasse,schwarz,Vorführmodell,749.0,Benzin Bleifrei,True,114.0,9600,288.0,29,350.0,Suzuki
Strasse,blau,Occasion,749.0,Benzin Bleifrei,True,48.0,8800,285.0,32,7900.0,Suzuki
Strasse,grau,Occasion,998.0,Andere,True,145.0,12290,329.0,32,2700.0,Suzuki
Strasse,blau,Occasion,999.0,Benzin Bleifrei,True,145.0,12900,329.0,32,1400.0,Suzuki
Strasse,blau,Vorführmodell,749.0,Benzin Bleifrei,True,114.0,9907,288.0,31,461.0,Suzuki
Strasse,blau,Occasion,749.0,Andere,True,114.0,8500,288.0,31,6205.0,Suzuki
Scooter,schwarz,Occasion,638.0,Benzin Bleifrei,True,55.0,8500,362.0,33,8600.0,Suzuki
Strasse,rot,Occasion,749.0,Andere,True,114.0,7500,288.0,33,4918.0,Suzuki
Strasse,blau,Occasion,999.0,Benzin Bleifrei,True,145.0,9500,329.0,35,2300.0,Suzuki
ATVQuad,gelb,Occasion,449.0,Benzin verbleit,True,19.72,4390,270.0,34,6000.0,Suzuki
Strasse,blau,Occasion,999.0,Andere,True,146.0,9900,329.0,33,1305.0,Suzuki
Strasse,rot,Occasion,749.0,Benzin Bleifrei,True,106.0,7800,285.0,41,8600.0,Suzuki
Strasse,schwarz,Occasion,749.0,Benzin Bleifrei,True,106.0,7980,285.0,39,6500.0,Suzuki
Strasse,blau,Occasion,999.0,Benzin Bleifrei,True,145.0,10500,329.0,39,16500.0,Suzuki
Strasse,blau,Occasion,749.0,Andere,True,106.0,6890,285.0,43,19600.0,Suzuki
Strasse,schwarz,Occasion,599.0,Benzin Bleifrei,True,34.0,11900,271.0,45,1400.0,Suzuki
Strasse,blau,Occasion,999.0,Benzin Bleifrei,True,145.0,10900,329.0,56,15500.0,Suzuki
Strasse,rot,Occasion,999.0,Benzin Bleifrei,True,145.0,9800,329.0,55,4700.0,Suzuki
Strasse,Sonstiges,Occasion,645.0,Andere,False,34.0,7390,280.0,64,1900.0,Suzuki
Strasse,blau,Occasion,749.0,Benzin Bleifrei,False,150.0,9690,265.0,64,2912.0,Suzuki
Strasse,schwarz,Occasion,248.0,Benzin Bleifrei,False,24.0,3700,257.0,67,5800.0,Suzuki
Strasse,schwarz,Occasion,749.0,Andere,False,106.0,7890,285.0,68,15000.0,Suzuki
Strasse,rot,Occasion,1255.0,Benzin Bleifrei,False,98.0,6900,326.0,68,14100.0,Suzuki
Strasse,blau,Occasion,749.0,Benzin Bleifrei,True,106.0,5900,285.0,79,26400.0,Suzuki
Strasse,grau,Occasion,999.0,Benzin Bleifrei,False,185.0,9900,283.0,75,20700.0,Suzuki
Strasse,blau,Occasion,599.0,Benzin Bleifrei,True,125.0,7300,271.0,77,9000.0,Suzuki
Strasse,schwarz,Occasion,750.0,Andere,False,150.0,12900,273.0,79,3100.0,Suzuki
Strasse,Sonstiges,Occasion,599.0,Andere,False,125.0,7000,380.0,81,10000.0,Suzuki
Strasse,schwarz,Occasion,248.0,Benzin Bleifrei,False,24.0,3900,257.0,81,4400.0,Suzuki
Strasse,Sonstiges,Occasion,599.0,Andere,False,103.0,5200,430.0,82,18800.0,Suzuki
Strasse,rot,Occasion,1339.0,Benzin Bleifrei,False,183.0,8000,330.0,89,15800.0,Suzuki
Strasse,silber,Occasion,599.0,Andere,False,97.92,4900,283.0,89,7430.0,Suzuki
Strasse,schwarz,Occasion,749.0,Andere,False,106.0,6800,285.0,89,7400.0,Suzuki
Enduro,weiss,Occasion,645.0,Benzin Bleifrei,False,68.0,5900,288.0,91,30600.0,Suzuki
Strasse,grau,Occasion,656.0,Andere,False,85.0,3900,319.0,98,12000.0,Suzuki
Strasse,blau,Occasion,599.0,Benzin Bleifrei,False,125.0,8800,271.0,102,16800.0,Suzuki
Strasse,grau,Occasion,656.0,Benzin Bleifrei,True,85.0,4390,319.0,101,14500.0,Suzuki
Strasse,weiss,Occasion,645.0,Benzin Bleifrei,False,72.0,4880,280.0,103,16900.0,Suzuki
Strasse,grau,Occasion,645.0,Benzin Bleifrei,False,34.0,5600,280.0,103,29300.0,Suzuki
Strasse,weiss,Occasion,749.0,Benzin Bleifrei,False,106.0,6500,285.0,104,42200.0,Suzuki
Strasse,grau,Occasion,1340.0,Benzin Bleifrei,False,183.0,7200,330.0,104,30300.0,Suzuki
Scooter,grau,Occasion,650.0,Benzin Bleifrei,True,55.0,5600,342.0,105,17000.0,Suzuki
Strasse,grau,Occasion,1255.0,Benzin Bleifrei,False,98.0,6900,326.0,116,13800.0,Suzuki
Strasse,schwarz,Occasion,999.0,Benzin Bleifrei,False,185.0,8500,283.0,116,23500.0,Suzuki
Enduro,grau,Occasion,645.0,Benzin Bleifrei,False,67.0,3990,288.0,116,22000.0,Suzuki
Strasse,Sonstiges,Occasion,1254.0,Andere,False,97.0,5900,475.0,115,13000.0,Suzuki
Chopper,rot,Occasion,1462.0,Andere,False,80.0,10000,395.0,116,1800.0,Suzuki
Scooter,blau,Occasion,124.0,Andere,False,13.0,2100,217.0,116,4300.0,Suzuki
Strasse,blau,Occasion,645.0,Benzin Bleifrei,False,72.0,4800,280.0,122,35800.0,Suzuki
Chopper,schwarz,Occasion,805.0,Benzin Bleifrei,False,53.0,3800,490.0,125,7200.0,Suzuki
Strasse,schwarz,Occasion,645.0,Benzin Bleifrei,False,72.0,5500,266.0,127,4500.0,Suzuki
Strasse,Sonstiges,Occasion,1339.0,Andere,False,183.0,6000,460.0,128,15300.0,Suzuki
Strasse,Sonstiges,Occasion,998.0,Andere,False,185.0,7700,390.0,127,13000.0,Suzuki
Strasse,schwarz,Occasion,999.0,Benzin Bleifrei,False,185.0,7500,283.0,128,10900.0,Suzuki
Strasse,Sonstiges,Occasion,1254.0,Andere,False,97.0,5500,475.0,127,24000.0,Suzuki
Strasse,blau,Occasion,1255.0,Benzin Bleifrei,False,98.0,5800,326.0,129,11300.0,Suzuki
Strasse,blau,Occasion,1255.0,Andere,False,98.0,8999,326.0,128,3500.0,Suzuki
Strasse,grau,Occasion,1255.0,Benzin Bleifrei,True,98.0,4300,329.0,132,28920.0,Suzuki
Strasse,grau,Occasion,1340.0,Benzin Bleifrei,False,183.0,5900,330.0,131,23800.0,Suzuki
Strasse,blau,Occasion,125.0,Benzin Bleifrei,False,12.0,4200,203.0,129,13800.0,Suzuki
Strasse,weiss,Occasion,656.0,Benzin Bleifrei,False,85.0,3400,316.0,137,24700.0,Suzuki
Strasse,weiss,Occasion,1339.0,Benzin Bleifrei,True,197.0,7500,335.0,135,23500.0,Suzuki
Strasse,grau,Occasion,1340.0,Andere,False,184.0,6990,330.0,139,26000.0,Suzuki
Chopper,blau,Occasion,125.0,Andere,False,10.0,2500,216.0,139,12493.0,Suzuki
Chopper,violett,Occasion,1783.0,Andere,False,114.0,8800,455.0,139,22100.0,Suzuki
Strasse,blau,Occasion,999.0,Andere,False,185.0,7850,283.0,141,18000.0,Suzuki
Strasse,gelb,Occasion,599.0,Benzin Bleifrei,False,34.0,6900,271.0,141,15700.0,Suzuki
Strasse,anthrazit,Occasion,656.0,Benzin Bleifrei,True,77.0,3444,307.0,146,15600.0,Suzuki
Strasse,grau,Occasion,999.0,Benzin Bleifrei,False,185.0,6900,283.0,146,29200.0,Suzuki
Enduro,blau,Occasion,645.0,Benzin Bleifrei,False,67.0,4900,288.0,146,21400.0,Suzuki
Strasse,schwarz,Occasion,1340.0,Andere,False,184.0,6750,330.0,146,18415.0,Suzuki
Strasse,grau,Occasion,1340.0,Benzin Bleifrei,False,183.0,7500,330.0,146,24900.0,Suzuki
Strasse,blau,Occasion,599.0,Andere,False,34.0,3700,283.0,144,34400.0,Suzuki
Strasse,schwarz,Occasion,1157.0,Benzin Bleifrei,False,98.0,5450,313.0,150,23400.0,Suzuki
Strasse,gelb,Occasion,999.0,Benzin Bleifrei,False,185.0,6900,283.0,149,27600.0,Suzuki
Strasse,blau,Occasion,1255.0,Benzin Bleifrei,False,98.0,4500,329.0,152,28900.0,Suzuki
Strasse,blau,Occasion,988.0,Benzin Bleifrei,False,160.0,3500,268.0,151,59600.0,Suzuki
Strasse,braun,Occasion,999.0,Benzin Bleifrei,False,178.0,6800,268.0,153,36500.0,Suzuki
Strasse,blau,Occasion,599.0,Andere,False,125.0,5500,266.0,152,19833.0,Suzuki
Chopper,schwarz,Occasion,1783.0,Benzin Bleifrei,True,123.0,7600,416.0,158,12755.0,Suzuki
Strasse,mehrfarbig,Occasion,749.0,Benzin Bleifrei,True,147.0,4900,267.0,157,34500.0,Suzuki
Strasse,blau,Occasion,999.0,Benzin Bleifrei,False,178.0,5900,268.0,157,40000.0,Suzuki
Strasse,schwarz,Occasion,599.0,Benzin Bleifrei,False,98.0,3650,283.0,161,33450.0,Suzuki
Strasse,silber,Occasion,656.0,Benzin Bleifrei,False,77.0,3250,304.0,161,26553.0,Suzuki
Strasse,schwarz,Occasion,599.0,Benzin Bleifrei,False,34.0,4400,283.0,161,24600.0,Suzuki
Strasse,schwarz,Occasion,988.0,Benzin Bleifrei,False,178.0,5850,268.0,164,23900.0,Suzuki
Strasse,schwarz,Occasion,749.0,Benzin Bleifrei,True,150.0,4444,193.0,162,35100.0,Suzuki
Strasse,blau,Occasion,999.0,Benzin Bleifrei,False,178.0,6800,268.0,164,25400.0,Suzuki
Strasse,blau,Occasion,600.0,Benzin Bleifrei,False,77.0,3800,301.0,164,21600.0,Suzuki
Strasse,silber,Occasion,996.0,Benzin Bleifrei,False,124.0,3400,293.0,165,52300.0,Suzuki
Strasse,blau,Occasion,656.0,Benzin Bleifrei,False,85.0,4200,313.0,165,8950.0,Suzuki
Strasse,blau,Occasion,645.0,Benzin Bleifrei,True,72.0,2250,260.0,173,49000.0,Suzuki
Strasse,rot,Occasion,656.0,Andere,False,77.0,3000,299.0,173,27448.0,Suzuki
Strasse,silber,Occasion,656.0,Benzin Bleifrei,False,77.0,3900,307.0,175,31000.0,Suzuki
Strasse,blau,Occasion,645.0,Benzin Bleifrei,False,72.0,3200,260.0,173,21063.0,Suzuki
Chopper,blau,Occasion,805.0,Benzin Bleifrei,False,53.0,5450,337.0,176,17990.0,Suzuki
Strasse,schwarz,Occasion,487.0,Benzin Bleifrei,False,47.0,890,268.0,185,35000.0,Suzuki
Strasse,silber,Occasion,996.0,Benzin Bleifrei,True,119.0,5500,293.0,185,11800.0,Suzuki
Strasse,blau,Occasion,487.0,Benzin Bleifrei,False,34.0,3200,268.0,185,44900.0,Suzuki
Enduro,blau,Occasion,645.0,Benzin Bleifrei,False,67.0,3800,288.0,187,36400.0,Suzuki
Strasse,schwarz,Occasion,645.0,Benzin Bleifrei,False,72.0,3900,264.0,187,37300.0,Suzuki
Strasse,gelb,Occasion,645.0,Benzin Bleifrei,False,34.0,3900,266.0,189,12600.0,Suzuki
Chopper,schwarz,Occasion,805.0,Benzin Bleifrei,False,33.0,5900,334.0,197,26600.0,Suzuki
Enduro,silber,Occasion,996.0,Andere,False,98.0,2390,310.0,196,83170.0,Suzuki
Scooter,grau,Occasion,638.0,Andere,False,55.0,2150,345.0,194,40222.0,Suzuki
Chopper,grün,Occasion,1360.0,Andere,False,29.0,8900,335.0,194,1850.0,Suzuki
Strasse,braun,Occasion,988.0,Benzin Bleifrei,False,164.0,5800,268.0,194,19400.0,Suzuki
Strasse,blau,Occasion,1402.0,Benzin Bleifrei,False,106.0,4900,331.0,199,48700.0,Suzuki
Strasse,grau,Occasion,996.0,Benzin Bleifrei,False,120.0,2990,293.0,199,59144.0,Suzuki
Strasse,blau,Occasion,645.0,Benzin Bleifrei,False,70.0,2500,260.0,198,28242.0,Suzuki
Strasse,bordeaux,Occasion,1299.0,Benzin Bleifrei,False,175.0,5900,325.0,198,15258.0,Suzuki
Strasse,blau,Occasion,1402.0,Benzin Bleifrei,False,106.0,4550,331.0,200,23502.0,Suzuki
Strasse,grau,Occasion,996.0,Benzin Bleifrei,False,119.0,2490,293.0,200,59144.0,Suzuki
Chopper,blau,Occasion,124.0,Benzin Bleifrei,False,13.0,3700,154.0,200,19400.0,Suzuki
Chopper,schwarz,Occasion,805.0,Benzin Bleifrei,False,52.0,5490,334.0,200,43200.0,Suzuki
Strasse,blau,Occasion,645.0,Benzin Bleifrei,False,71.0,2500,266.0,200,25900.0,Suzuki
Strasse,blau,Occasion,600.0,Benzin Bleifrei,False,77.0,2900,301.0,200,30800.0,Suzuki
Strasse,schwarz,Occasion,645.0,Benzin Bleifrei,False,72.0,3900,260.0,200,25300.0,Suzuki
Enduro,gelb,Occasion,996.0,Andere,False,98.0,3800,310.0,201,32500.0,Suzuki
Scooter,grau,Occasion,638.0,Andere,False,56.0,3999,345.0,201,23500.0,Suzuki
Chopper,blau,Occasion,124.0,Benzin Bleifrei,False,13.0,3800,154.0,209,14300.0,Suzuki
Strasse,schwarz,Occasion,645.0,Andere,False,70.0,4900,260.0,212,13400.0,Suzuki
Chopper,blau,Occasion,124.0,Benzin Bleifrei,True,13.0,2550,154.0,212,15900.0,Suzuki
Strasse,schwarz,Occasion,600.0,Benzin Bleifrei,False,34.0,2900,305.0,212,39300.0,Suzuki
Strasse,rot,Occasion,600.0,Andere,False,77.0,1900,305.0,221,36980.0,Suzuki
Strasse,schwarz,Occasion,1157.0,Andere,False,98.0,2990,310.0,221,18000.0,Suzuki
Chopper,braun,Occasion,124.0,Benzin Bleifrei,False,14.0,3400,154.0,219,21300.0,Suzuki
Chopper,schwarz,Occasion,124.0,Benzin Bleifrei,False,14.0,3800,154.0,218,20300.0,Suzuki
Chopper,rot,Occasion,805.0,Benzin Bleifrei,False,39.0,4400,290.0,219,11700.0,Suzuki
Chopper,blau,Occasion,805.0,Benzin Bleifrei,False,52.0,4500,334.0,223,43800.0,Suzuki
Chopper,schwarz,Occasion,124.0,Andere,False,13.0,3400,154.0,223,18300.0,Suzuki
Strasse,rot,Occasion,988.0,Benzin Bleifrei,False,160.0,5500,270.0,225,16000.0,Suzuki
Chopper,gelb,Occasion,1462.0,Benzin Bleifrei,False,65.0,6500,389.0,224,14300.0,Suzuki
Chopper,grau,Occasion,805.0,Benzin Bleifrei,False,39.0,4400,299.0,233,47000.0,Suzuki
Chopper,schwarz,Occasion,1360.0,Benzin Bleifrei,False,28.0,4400,335.0,231,26000.0,Suzuki
Chopper,schwarz,Occasion,124.0,Benzin Bleifrei,False,13.0,1500,154.0,237,38916.0,Suzuki
Strasse,rot,Occasion,600.0,Benzin Bleifrei,False,34.0,2500,216.0,237,20600.0,Suzuki
Chopper,braun,Occasion,124.0,Benzin Bleifrei,False,13.0,3490,154.0,237,8400.0,Suzuki
Strasse,bordeaux,Occasion,750.0,Benzin Bleifrei,False,73.0,3700,306.0,235,20000.0,Suzuki
Chopper,braun,Occasion,124.0,Benzin Bleifrei,False,13.0,3600,154.0,242,14600.0,Suzuki
Strasse,schwarz,Occasion,1157.0,Benzin Bleifrei,False,98.0,3200,313.0,240,34600.0,Suzuki
Chopper,braun,Occasion,124.0,Benzin Bleifrei,False,13.0,3600,154.0,238,21300.0,Suzuki
Chopper,grau,Occasion,1462.0,Andere,False,66.0,5900,390.0,259,112500.0,Suzuki
Chopper,rot,Occasion,805.0,Benzin Bleifrei,False,39.0,2500,299.0,259,10210.0,Suzuki
Enduro,weiss,Occasion,643.0,Benzin Bleifrei,False,34.0,2900,240.0,258,35000.0,Suzuki
Enduro,Sonstiges,Occasion,644.0,Benzin Bleifrei,True,47.0,1500,257.0,271,46100.0,Suzuki
Chopper,grün,Occasion,1360.0,Andere,False,29.0,6800,335.0,285,49050.0,Suzuki
Chopper,schwarz,Occasion,805.0,Benzin Bleifrei,False,39.0,3750,290.0,320,15090.0,Suzuki
Strasse,schwarz,Occasion,1127.0,Benzin Bleifrei,False,65.0,3490,355.0,320,28300.0,Suzuki
Seitenwagen,rot,Occasion,1150.0,Benzin Bleifrei,False,154.0,19900,410.0,317,20000.0,Suzuki
Chopper,blau,Occasion,652.0,Benzin Bleifrei,False,25.0,3500,250.0,331,26500.0,Suzuki
Chopper,schwarz,Occasion,1360.0,Benzin verbleit,False,67.0,3990,335.0,356,35543.0,Suzuki
Chopper,blau,Occasion,1360.0,Benzin Bleifrei,False,66.0,6800,335.0,375,51000.0,Suzuki
Chopper,schwarz,Occasion,1360.0,Benzin Bleifrei,False,66.0,4500,335.0,392,30366.0,Suzuki
Strasse,Sonstiges,Occasion,125.0,Andere,False,12.0,2760,203.0,535,34800.0,Suzuki
Strasse,rot,Neu,749.0,Benzin Bleifrei,True,114.0,9986,288.0,11,5.0,Suzuki
Strasse,mehrfarbig,Vorführmodell,998.0,Benzin Bleifrei,True,149.0,13719,285.0,11,11.0,Suzuki
Strasse,weiss,Neu,645.0,Benzin Bleifrei,True,76.0,8890,272.0,11,1.0,Suzuki
Strasse,weiss,Neu,998.0,Benzin Bleifrei,True,149.0,13809,285.0,11,4.0,Suzuki
Strasse,schwarz,Neu,998.0,Benzin Bleifrei,True,149.0,13811,285.0,11,2.0,Suzuki
Strasse,schwarz,Neu,749.0,Benzin Bleifrei,True,114.0,9396,288.0,11,4.0,Suzuki
Strasse,schwarz,Neu,749.0,Benzin Bleifrei,True,114.0,9995,288.0,11,1.0,Suzuki
Chopper,blau,Occasion,805.0,Benzin Bleifrei,False,51.0,4800,334.0,213,16500.0,Suzuki
Strasse,grau,Neu,645.0,Benzin Bleifrei,True,76.0,8990,272.0,0,1.0,Suzuki
Strasse,blau,Neu,645.0,Benzin Bleifrei,True,76.0,7480,272.0,0,1.0,Suzuki
Strasse,schwarz,Neu,645.0,Benzin Bleifrei,True,76.0,7480,272.0,0,1.0,Suzuki
Strasse,blau,Neu,645.0,Benzin Bleifrei,True,76.0,8990,272.0,0,1.0,Suzuki
Strasse,schwarz,Neu,645.0,Benzin Bleifrei,True,76.0,7480,272.0,0,1.0,Suzuki
Strasse,schwarz,Neu,645.0,Benzin Bleifrei,True,76.0,7480,272.0,0,1.0,Suzuki
Strasse,blau,Neu,1000.0,Benzin Bleifrei,True,185.0,24990,279.0,0,1.0,Suzuki
Enduro,grau,Occasion,652.0,Andere,False,58.0,5200,262.0,77,10140.0,Husqvarna
Enduro,blau,Occasion,293.0,Andere,True,13.6,9900,190.0,18,210.0,Husqvarna
Enduro,schwarz,Occasion,693.0,Andere,True,75.0,15800,231.0,22,1.0,Husqvarna
Enduro,weiss,Occasion,249.0,Andere,True,13.6,5500,190.0,22,50.0,Husqvarna
Enduro,weiss,Occasion,249.0,2-Takt-Gemisch,False,7.0,7400,182.0,66,4000.0,Husqvarna
Strasse,rot,Occasion,897.0,Benzin Bleifrei,True,104.0,9800,271.0,86,12000.0,Husqvarna
Enduro,weiss,Occasion,350.0,Benzin Bleifrei,False,16.0,8500,190.0,104,10100.0,Husqvarna
Enduro,grau,Occasion,955.0,Benzin Bleifrei,False,107.0,3000,320.0,187,78000.0,Triumph
Chopper,schwarz,Occasion,790.0,Benzin Bleifrei,True,61.0,6900,325.0,187,18900.0,Triumph
Strasse,grün,Occasion,955.0,Andere,False,120.0,4000,305.0,185,35000.0,Triumph
Chopper,Sonstiges,Occasion,2293.0,Andere,False,141.0,7700,585.0,177,13300.0,Triumph
Strasse,blau,Occasion,1049.0,Andere,False,130.15,5990,292.0,164,8750.0,Triumph
Strasse,gelb,Occasion,1050.0,Andere,False,129.0,6500,292.0,153,14500.0,Triumph
Chopper,rot,Occasion,2294.0,Andere,False,140.0,9990,425.0,153,20236.0,Triumph
Strasse,schwarz,Occasion,865.0,Benzin Bleifrei,False,69.0,7900,305.0,150,25600.0,Triumph
Chopper,rot,Occasion,2294.0,Andere,False,140.0,34900,425.0,128,38500.0,Triumph
Strasse,weiss,Occasion,1049.0,Benzin Bleifrei,False,131.0,4118,292.0,127,62897.0,Triumph
Strasse,grün,Occasion,674.0,Benzin Bleifrei,True,106.0,4000,261.0,123,55000.0,Triumph
Chopper,blau,Occasion,1595.0,Benzin Bleifrei,False,85.0,9450,414.0,117,53000.0,Triumph
Chopper,Sonstiges,Occasion,2293.0,Andere,False,150.0,8800,615.0,114,29000.0,Triumph
Strasse,rot,Occasion,1049.0,Benzin Bleifrei,True,135.0,7980,289.0,105,12450.0,Triumph
Strasse,schwarz,Occasion,1050.0,Andere,False,135.0,8999,289.0,104,10250.0,Triumph
Strasse,schwarz,Occasion,865.0,Andere,False,68.0,7490,305.0,100,3700.0,Triumph
Strasse,blau,Occasion,674.0,Benzin Bleifrei,False,106.0,4600,261.0,100,15919.0,Triumph
Enduro,rot,Occasion,1049.0,Andere,False,114.24,6790,303.0,93,29850.0,Triumph
Strasse,grau,Occasion,1050.0,Andere,False,130.0,5400,343.0,93,36700.0,Triumph
Strasse,weiss,Occasion,1049.0,Andere,False,135.0,9800,289.0,89,15600.0,Triumph
Strasse,schwarz,Occasion,865.0,Andere,False,68.0,7590,305.0,80,3900.0,Triumph
Strasse,rot,Occasion,675.0,Andere,False,106.0,6590,261.0,80,24400.0,Triumph
Strasse,schwarz,Occasion,675.0,Andere,True,106.22,8580,257.0,57,7000.0,Triumph
Strasse,schwarz,Occasion,674.0,Benzin Bleifrei,True,106.0,7490,257.0,57,4200.0,Triumph
Strasse,schwarz,Occasion,674.0,Benzin Bleifrei,True,106.0,7490,257.0,57,4200.0,Triumph
Strasse,weiss,Occasion,865.0,Benzin Bleifrei,True,68.0,9800,305.0,54,5500.0,Triumph
Strasse,schwarz,Occasion,1049.0,Benzin Bleifrei,True,135.0,9999,289.0,54,7860.0,Triumph
Enduro,rot,Occasion,1050.0,Andere,True,125.0,7500,310.0,53,21900.0,Triumph
Strasse,gold,Occasion,865.0,Andere,True,68.14,8990,305.0,50,2600.0,Triumph
Strasse,grau,Occasion,674.0,Benzin Bleifrei,True,33.0,6500,257.0,43,11500.0,Triumph
Enduro,silber,Occasion,1049.0,Benzin Bleifrei,True,125.0,8995,310.0,41,14576.0,Triumph
Strasse,rot,Occasion,1050.0,Benzin Bleifrei,True,140.0,10900,291.0,41,4300.0,Triumph
Enduro,rot,Occasion,1050.0,Benzin Bleifrei,True,125.0,8900,310.0,37,7000.0,Triumph
Strasse,anthrazit,Occasion,1050.0,Andere,True,143.0,12999,289.0,36,1200.0,Triumph
Strasse,weiss,Occasion,675.0,Andere,True,106.0,7500,257.0,33,21000.0,Triumph
Chopper,gelb,Occasion,900.0,Andere,True,55.0,9290,292.0,33,7855.0,Triumph
Strasse,rot,Occasion,1050.0,Andere,True,140.0,9990,291.0,32,9600.0,Triumph
Strasse,rot,Occasion,1050.0,Andere,True,140.0,10000,291.0,32,2800.0,Triumph
Chopper,schwarz,Occasion,900.0,Andere,True,55.0,9900,290.0,27,13950.0,Triumph
Enduro,rot,Occasion,1215.0,Andere,True,137.01,15990,345.0,21,11000.0,Triumph
Chopper,grün,Occasion,900.0,Andere,True,48.0,11200,290.0,21,3800.0,Triumph
Strasse,schwarz,Occasion,1200.0,Andere,True,80.0,11600,318.0,21,2420.0,Triumph
Chopper,weiss,Occasion,900.0,Andere,True,55.0,9590,290.0,20,1190.0,Triumph
Strasse,weiss,Occasion,1050.0,Andere,True,150.0,13450,291.0,13,800.0,Triumph
Enduro,silber,Occasion,1049.0,Andere,True,126.0,12690,310.0,13,520.0,Triumph
Strasse,rot,Occasion,1200.0,Andere,True,80.0,12500,318.0,13,700.0,Triumph
Strasse,blau,Neu,899.0,Benzin Bleifrei,True,55.0,11150,306.0,16,20.0,Triumph
Chopper,grau,Occasion,900.0,Andere,True,55.0,10490,292.0,19,700.0,Triumph
Strasse,weiss,Occasion,865.0,Andere,True,68.0,12500,305.0,20,4.0,Triumph
Strasse,grau,Vorführmodell,1200.0,Benzin Bleifrei,True,97.0,12800,297.0,21,1490.0,Triumph
Strasse,schwarz,Occasion,1200.0,Benzin Bleifrei,True,77.0,12900,317.0,21,3000.0,Triumph
Strasse,schwarz,Occasion,660.0,Benzin Bleifrei,True,95.0,8880,257.0,21,3900.0,Triumph
Strasse,rot,Occasion,1200.0,Andere,True,77.0,14590,318.0,21,4870.0,Triumph
Strasse,schwarz,Occasion,900.0,Benzin Bleifrei,True,55.0,10900,306.0,27,1000.0,Triumph
Chopper,gelb,Occasion,900.0,Andere,True,55.0,10500,292.0,29,1050.0,Triumph
Strasse,grau,Occasion,765.0,Benzin Bleifrei,True,122.0,8750,257.0,32,19000.0,Triumph
Chopper,weiss,Occasion,900.0,Benzin Bleifrei,True,55.0,9900,290.0,29,19.0,Triumph
Strasse,grau,Occasion,1200.0,Andere,True,80.0,16800,318.0,31,8983.0,Triumph
Strasse,grau,Occasion,1200.0,Andere,True,97.0,10890,297.0,39,9000.0,Triumph
Strasse,schwarz,Occasion,1049.0,Andere,True,140.08,9990,291.0,43,3100.0,Triumph
Strasse,grün,Occasion,865.0,Andere,True,68.0,7900,305.0,43,5500.0,Triumph
Strasse,grau,Occasion,1050.0,Andere,True,140.0,10450,291.0,41,12780.0,Triumph
Chopper,schwarz,Occasion,900.0,Benzin Bleifrei,True,55.0,10500,290.0,45,2900.0,Triumph
Enduro,rot,Occasion,1215.0,Andere,True,137.01,12000,333.0,56,7200.0,Triumph
Enduro,grau,Occasion,1215.0,Benzin Bleifrei,True,137.0,6900,333.0,57,58000.0,Triumph
Chopper,schwarz,Occasion,865.0,Andere,True,61.0,7500,325.0,61,700.0,Triumph
Strasse,schwarz,Occasion,865.0,Benzin Bleifrei,True,68.0,9900,305.0,60,4900.0,Triumph
Strasse,gelb,Occasion,865.0,Andere,True,68.0,8900,305.0,60,11237.0,Triumph
Strasse,blau,Occasion,865.0,Benzin Bleifrei,True,68.0,9800,305.0,59,5300.0,Triumph
Strasse,schwarz,Occasion,865.0,Benzin Bleifrei,False,68.0,7200,305.0,65,9100.0,Triumph
Enduro,grau,Occasion,865.0,Benzin Bleifrei,False,34.0,8300,305.0,64,4700.0,Triumph
Chopper,rot,Occasion,1700.0,Andere,False,94.0,12800,414.0,65,12000.0,Triumph
Strasse,grau,Occasion,675.0,Andere,False,106.22,6500,257.0,68,20400.0,Triumph
Strasse,schwarz,Occasion,865.0,Andere,False,68.14,6470,305.0,68,10245.0,Triumph
Enduro,weiss,Occasion,1215.0,Andere,False,137.0,9890,333.0,69,18500.0,Triumph
Enduro,weiss,Occasion,1215.0,Andere,False,137.01,7800,333.0,69,40500.0,Triumph
Strasse,rot,Occasion,865.0,Andere,False,68.0,7290,305.0,69,13390.0,Triumph
Strasse,schwarz,Occasion,865.0,Benzin Bleifrei,False,68.0,8800,305.0,77,4800.0,Triumph
Touring,grau,Occasion,1215.0,Andere,False,134.0,9000,315.0,79,11400.0,Triumph
Enduro,schwarz,Occasion,800.0,Andere,False,95.0,7800,280.0,81,9364.0,Triumph
Strasse,rot,Occasion,865.0,Andere,False,68.0,7590,305.0,86,7155.0,Triumph
Enduro,grau,Occasion,1049.0,Andere,False,114.24,7490,303.0,86,19500.0,Triumph
